" < $25,000","2296","0.21896"
"$25,000 - $29,999","242","0.023078"
"$30,000 - $34,999","403","0.038432"
"$35,000 - $39,999","266","0.025367"
"$40,000 - $44,999","283","0.026988"
"$45,000 - $49,999","248","0.023651"
"$50,000 - $74,999","1046","0.099752"
">$75,000","5702","0.54377"
